Store Name (EN),Store Name (AR),Industry,Potential,Potential Score,Website,Emails,Phone Numbers,WhatsApp,Instagram,Twitter/X,TikTok,Snapchat,Categories,Online Presence,On Tabby,On Tamara,Tabby Directory Link,BNPL Services,Website Status,Description
Balloonizer,Balloonizer,Flowers & Gifts,High,95,https://balloonizer.com,ahmed@balloonizer.com,"+966561955616, 05013821000, 966561955616",,https://instagram.com/balloonizer,"balloonizer, uwt",balloonizer,balloonizer," متاجر متنوعة, Flowers & Gifts, Retail & Consumer Goods",Online store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/balloonizer-018953bd-514b-fbbf-2b79-72eaa6c7a805,split-in-4,ok,"Balloonizer is your premier destination for everything party-related, from balloons to natural flowers and gift accessories. It stands as the kingdom's foremost party store."
Banashopping,بانا,Beauty & Personal Care,High,95,https://banashopping.com,help@banashopping.com,"+966537098950, +966551576773, 966537098950",+966537098950,https://instagram.com/banashopping_,banashopping,banashopping,banashopping,"Beauty & Health, Health & Wellness, الصحة",Online store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/bana,split-in-4,ok,Enjoy a shopping journey that takes you to the most famous and exclusive brands and collections with just a click of a button.
BARLLINA,BARLLINA,Fashion & Apparel,High,95,https://barllina.com,sales@barllina.com,"+966559662425, 966505050505, 966559662425",,https://instagram.com/barllina,"barllina1, uwt",barllina,barllina.com,"Fashion, Fashion & Apparel, الملابس",Online store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/barllina,split-in-4,ok,
basatinalelm,مؤسسة بساتين العلم لتجارة الجملة والتجزئة SAU,"Home, Furniture & Appliances",High,95,https://basatinalelm.com,basatinalelm@gmail.com,"+966569445559, 05153470000",,https://instagram.com/basatinalelm,basatinalelm,basatinalelm,basatinalelm,"Home & Appliances, Personal & Professional Services, الخدمات الشخصية والمهنية",Online store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/mussh-bsatyn-alalm-ltjarh-aljmlh-waltjzeh-sau-018953e8-31df-1a3f-d0c1-588b42803dc3,split-in-4,ok,"Bustan Al-Ilm Library offers the best products at competitive prices, along with student services such as printing, copying, and packaging of bags and backpacks. We provide school supplies, office sup"
belvoir gulf,belvoir gulf,Fashion & Apparel,High,95,https://belvoirgulf.com,sales@belvoirgulf.com,"+966920022834, 0595213748, 920022834, 966505050505, 966920022834",,https://instagram.com/belvoir.ag,belvoirgulf,belvoirgulf,belvoirgulf,"Fashion, Fashion & Apparel, الملابس",Online store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/belvoirgulf,split-in-4,ok,A store specializing in sunglasses and prescription glasses
Blooming,بلومنج,Fashion & Apparel,High,95,https://bloomingwear.com,crm@bloomingwear.com,920014665,,https://instagram.com/blooming.wear,blooming_wear,,,"Apparel, Fashion, الملابس",Online store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/blooming,split-in-4,ok,"A proud Saudi brand founded to stand by women at all times, caters to the needs of women in their daily lives, offering them the confidence and comfort they crave."
CHAPTER 4,CHAPTER 4,Fashion & Apparel,High,95,https://chapter4.sa,support@chapter4.sa,"+966552882895, 966552882895",+966552882895,https://instagram.com/chapter.o4,,,,"Fashion, Fashion & Apparel, الملابس",Online store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/chapter-4-018950fa-282f-835c-68a9-e9d84afe00a5,split-in-4,ok,Chapter4 is designed to appeal to both men and women seeking affordable yet luxurious-looking items that resonate with their urban lifestyle.
Deijour,مؤسسة ديجور الأولى للتجارة,Fashion & Apparel,High,95,https://deijour.com,info@deijour.com,"+966593693800, 0523149152, 05400995208, 05515327061, 05718966765, 05761839585",+966593693800,https://instagram.com/deijour.sa,deijoursa,,,"Fashion, Fashion & Apparel, الملابس",Online store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/mussh-dyjwr-alawla-lltjarh-0189544c-8d5c-87ee-de04-fa4e332a8061,split-in-4,ok,
Dode fashion,Dode fashion,Fashion & Apparel,High,95,https://dodefashion.com,info@dodefashion.co,"+966550748484, 0550748484, 966550748484",,https://instagram.com/dode___fashion,"dode__fashion, uwt",dode__fashion,dodefashion,"Fashion, Fashion & Apparel",Online store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/dode-fashion,split-in-4,ok,
dokansa SAU,dokansa SAU,Pets,High,95,https://dokansa.com,orders@dokansa.com,966564986755,+966564986755,https://instagram.com/dokansashop,,dokansashop,,"Pets, Retail & Consumer Goods",Online store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/dokansa-sau-0189537e-68df-1a75-f61b-c90c73a5cbb2,split-in-4,ok,A specialized store providing pet supplies in the Kingdom of Saudi Arabia. The store aims to meet the needs of pet owners by offering everything necessary for their pets' comfort.
e-Retail,e-Retail,Electronics & Tech,High,95,https://e-retail.com,info@e-retail.com,05391403130,,https://instagram.com/eretail,eretail3,,,"Electronics, Technology & Electronics",Online store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/e-retail,split-in-4,ok,
Elio,Elio,Beauty & Personal Care,High,95,https://elio.sa,customer@elio.sa,"+966593689960, 00966593689960, 966593689960",,https://instagram.com/elioskincare,elioskincare,elioskincare,elioskincare,"Beauty, Beauty & Health, الجمال",Online store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/elio-01895253-5784-d7b3-199c-4830e25e7834,split-in-4,ok,
Elite Cup Store,Elite Cup Store,Electronics & Tech,High,95,https://elitecupstore.com,elitecup.store@gmail.com,"+966501137343, 966501137343",+966501137343,https://instagram.com/elitecup_store,elitecup_store,elitecup_store,,"Electronics, Home & Garden",Online store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/elite-cup-store-01895397-4e3e-1aad-87cf-f3dc8c8b3406,split-in-4,ok,"Elite Cup store offers you home coffee machines at the most suitable prices with fast delivery to your doorstep, accredited and certified by the Saudi Center for Business."
Elite Shoe,Elite Shoe,Fashion & Apparel,High,95,https://elite-shoe.com,y.elite-shoe@elite-shoe.com,"+966540211411, 966505050505, 966540211411",,https://instagram.com/elite_shoe1980,"eliteshoe1980, uwt",elite_shoe,,"Fashion, Fashion & Apparel",Online store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/elite-shoe-01890d36-7d45-0025-4af4-14d9b6ecfa43,split-in-4,ok,
Entaj,Entaj,Grocery & Supermarket,High,95,https://store.entajfoods.com,info@entaj.com,"+9668001220122, 0555602485, 8001220122, 966505050505",+9668001220122,https://instagram.com/entajstore,"entajstore, uwt",entajstore,entajstore,"Retail & Consumer Goods, Supermarket",Online store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/entaj-018953f5-26ec-5f1a-9da6-d3957eb3fa2c,split-in-4,ok,"Discover the premium selection of fresh chicken, eggs, and meats from ARASCO's national brand. Experience the natural and delicious taste of our daily produce. Order now and taste the difference!"
Eyes Care Shop SAU,Eyes Care Shop SAU,Fashion & Apparel,High,95,https://eyescareshop.com,info@eyescareshop.com,"+966532221318, 966532221318",,https://instagram.com/eyescareshop1,eyescareshop1,,,"Fashion, Fashion & Apparel, الملابس",Online store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/eyes-care-shop-sau-018954a2-63b8-ce1a-0bda-f5728271899b,split-in-4,ok,"We specialize in the best global brands of contact lenses and provide high-quality solutions for the care and disinfection of lenses. Additionally, we offer helpful tools to assist customers in adapti"
Firstcry,Firstcry,Fashion & Apparel,High,95,https://firstcry.sa/en,"care@firstcry.sa, customercare@firstcry.com, example@gmail.com","+966115102900, 05815562000, 8001110007",,https://instagram.com/firstcrysa,firstcrysa,,,"Fashion & Apparel, Kids & Toys, الملابس",Online store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/firstcry,"deals, split-in-4",ok,"Online Store For Kids & Baby Products. Diapers, Apparel, Toys, Baby Gear & More"
FitNeeds,FitNeeds,Electronics & Tech,High,95,https://fitneeds.sa,sales@fitneeds.sa,"+966555940281, 966505050505, 966555940281",,https://instagram.com/fitneeds.sa,fitneeds_sa,fitneeds.sa,fitneeds.sa,"Electronics, Fitness & Outdoor",Online store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/fitneeds,split-in-4,ok,
florina,فلورينا,Fashion & Apparel,High,95,https://florina.sa,ecom@florina.sa,"05094470800, 05121507247, 05121642251, 05371176491, 05407711746, 05458167973",+966551251454,https://instagram.com/florina_shoes,florina_shoes,,,"Fashion, Fashion & Apparel, الملابس",Online store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/florina,"paymentLink, split-in-4",ok,Florina has a long history as the leading retailer of quality footwear in the Kingdom of Saudi Arabia.
For Her,For Her,Beauty & Personal Care,High,95,https://forher.com.sa,care@forher.com.sa,"+966533310454, 966505050505, 966533310454",+966533310454,https://instagram.com/forhersa,,,forhersa,"Beauty & Health, Health & Wellness",Online store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/for-her-01890d36-7d46-519d-5d1b-883433700d9f,split-in-4,ok,"Exclusively for you, we have provided all your beauty essentials from the finest global brands. All our products are 100% authentic."
Glamour Accessory,Glamour Accessory,Fashion & Apparel,High,95,https://glamouraccessory.com,"sales@glamouraccessory.com, techpioneers90@gmail.com","+966570107299, 00966570107299, 966570107299","+201508155782, +966570107299",https://instagram.com/glamour_accessory,,glamouraccessory,,"Fashion, Fashion & Apparel, الملابس",Online store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/glamour-accessory,split-in-4,ok,Glamour Accessory store specializes in selling high quality trendy gold-plated Jewelry
Halawah Beauty,Halawah Beauty,Beauty & Personal Care,High,95,https://halawahbeauty.com,halawahbeauty@gmail.com,"+966552121025, 05000001192, 05000305175, 05000686645, 05001831054, 05003356933",+552121025,https://instagram.com/halawahbeauty,halawahbeauty,halawahbeauty,halawahbeauty,"Beauty & Health, Health & Wellness",Online store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/halawah-beauty-018e5ba4-6965-a22f-ef80-c155acba4d5a,split-in-4,ok,
Home Candle,Home Candle,"Home, Furniture & Appliances",High,95,https://shamaatalmanzil.com,shamatalmanzil@gmail.com,"+966533978807, 0533978807",+533978807,https://instagram.com/embed.js,,,,"Home & Appliances, Home & Garden, المنزل",Online store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/home-candle-01895321-c0b9-5e42-1c4a-a3a7410558cc,split-in-4,ok,
iCUP,آي كوب,Grocery & Supermarket,High,95,https://icup.sa,info@icup.sa,+966570050078,,https://instagram.com/icup_sa,icup_sa,,," متاجر متنوعة, Retail & Consumer Goods, Supermarket",Online store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/icup,split-in-4,ok,
Jawdat Alhaseb,جودة الحاسب,Electronics & Tech,High,95,https://jawdatalhaseb.com,jawdat.alhaseb@gmail.com,"+966550046609, 05368319030, 0544984918, 0580498705, 0587106761, 966505050505",+966542920553,https://instagram.com/jawdat.alhaseb,,jawdatalhaseb4,jawdat.alhaseb,"Electronics, Technology & Electronics, الإلكترونيات ",Online store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/jawdat-alhaseb-018f4d3c-be16-8271-07c6-23db83a766fb,split-in-4,ok,"Everything you need in technology and electronics, shop smarter for the best choices at the best prices"
Jorn,Jorn,Grocery & Supermarket,High,95,https://jorn.sa,info@jorn.sa,"+966504803310, 966503234493, 966504803310, 966505050505","+504803310, +966503234493, +966504803310",https://instagram.com/jorn.sa,"jorn_ksa, uwt",,jorn.sa,"Food & Beverage, Supermarket",Online store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/jorn-01895336-24ba-443d-f1aa-ed036a19dc4c,split-in-4,ok,
JOY BOX,JOY BOX,Fashion & Apparel,High,95,https://joy-b.com,joybox918@hotmail.com,"+966549893800, 966544442696, 966549893800",+966549893800,,,joybox918,,"Electronics, Fashion & Apparel",Online store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/joy-box-018952f8-3f8f-3fc0-7ba3-7df5885deb2a,split-in-4,ok,"Joy Box is a specialty store focused on entertainment products, offering customers the convenience of accessing games at excellent prices and quality."
kesrat oudah,kesrat oudah,Flowers & Gifts,High,95,https://kesrat-oudah.com,kesrat.oudah@gmail.com,"+966599776340, 05000921060, 966599776340",+966599776340,https://instagram.com/kesrat_oudah,,kesratoudah,kesrat_oudah,"Flowers & Gifts, Retail & Consumer Goods",Online store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/kesrat-oudah-018caa1e-a84c-f865-25c0-f77c08c2843a,split-in-4,ok,
khuzama_roaster,خزامى,Flowers & Gifts,High,95,https://kozama.net,mailer@kozama.net,"+966505692391, 966505050505, 966505692391",,https://instagram.com/khozamacards,"khozamacards, uwt",khozamacards,khozamacards,"Flowers & Gifts, Food & Beverage, المقاضي",Online store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/khzama-0189539c-d79f-084d-58b2-e79fedfb2971,split-in-4,ok,
LA VIE EN ROSE,LA VIE EN ROSE,Fashion & Apparel,High,95,https://lavieenrose.com.sa,"info@lavieenrose.com.sa, info@stagheaddesigns.com, support@lavieenrose.com.sa","05002484000, 05002486002, 05002492013, 05002496002, 05280812874, 0590730604",,https://instagram.com/lavieenrose.saudi,,,,"Apparel, Fashion, الملابس",Online store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/la-vie-en-rose,split-in-4,ok,
Majestic Eve,Majestic Eve,Beauty & Personal Care,High,95,https://maj-eve.com,info@maj-eve.com,"+966564355278, 05039911410, 0565185547, 0588378906, 966102600097, 966505050505",+966564355278,https://instagram.com/maj_eve,"maj_eve22, uwt",maj_eve,maj_eve,"Beauty & Health, Health & Wellness, الصحة",Online store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/majestic-eve-018e5bdd-b9de-b450-e95c-a4779cbbb023,split-in-4,ok,"A Saudi brand of cosmetics that embodies luxury, elegance, and innovation. Our brand is dedicated to celebrating diversity and empowering women to express themselves through high-quality cosmetics. Fr"
Mashaheer,مشاهير,Fashion & Apparel,High,95,https://mashaheer-online.com,mashaheer.online@gmail.com,"+966544549129, +966549788592, 966549788592",,https://instagram.com/mashaheer1440,,mashaher.online,,"Fashion, الإلكترونيات ",Online store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/mashaheer,split-in-4,ok,
Milestone perfumes,Milestone perfumes,Beauty & Personal Care,High,95,https://milestoneperfumes.com,info@milestoneperfumes.com,"+966553777881, 05603540910, 966553777881",,https://instagram.com/milestoneperfumes,,,," متاجر متنوعة, Beauty & Health",Online store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/milestone-perfumes-018dd038-3792-170b-fb8a-412b848b84a4,split-in-4,ok,
Miro Furniture,Miro Furniture,"Home, Furniture & Appliances",High,95,https://miro-sa.com,miro-marketing@aaf-ksa.com,"+966532066788, 920005199, 966532066788, 966536080444, 966920005199",+966532066788,https://instagram.com/mirofurniture,mirofurniture,mirofurniture,mirofurniture,"Home & Appliances, Home & Garden, المنزل",Online store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/Miro-Furniture-01895297-e334-6735-aba8-1dabe502a8b6,"paymentLink, split-in-4",ok,
Miscat,مجموعة افضل عطر,Beauty & Personal Care,High,95,https://best-perfume.net,bestsmatperfume@gmail.com,"+971561979828, 966550277790, 966565000780",,https://instagram.com/almuskg,almuskg,miskat_perfume,best_perfume," متاجر متنوعة, Beauty & Health, Retail & Consumer Goods",Online store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/mjmwah-afdhl-atr-01895385-725c-ca36-5e3c-f9eab55a7d87,split-in-4,ok,
Mishq,Mishq,Flowers & Gifts,High,95,https://mishq.co,mishqsales@gmail.com,"+966537020077, 0546516375, 966510209000, 966537020077",,https://instagram.com/mishq.sa,mishqsa,mishq.sa,mishqsa,"Flowers & Gifts, الملابس",Online store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/mishq-018ca57b-214b-672c-5458-a8ae1310a8b5,split-in-4,ok,
Mixo Store,Mixo Store,Electronics & Tech,High,95,https://mixo-store.com,store@mixo-store.com,"+966543731375, 966505050505, 966543731375",,https://instagram.com/mixostore_sa,mixostore_sa,mixostore_sa,mixostore_sa,"Home & Appliances, Technology & Electronics, الإلكترونيات ",Online store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/mixo-store,split-in-4,ok,A Saudi company whose goal is to improve the quality of life by providing the best products of the highest quality to save your time and effort.
My Beauty,ماي بيوتي,Beauty & Personal Care,High,95,https://mybeauty.sa,info@mybeauty.sa,+966538837550,,,,mybeauty_sa,," متاجر متنوعة, Beauty & Health",Online store,Yes,Yes,https://tabby.sa/en-SA/shop/stores/my-beauty,split-in-4,ok,
